Document name,Created by,Created,Modified by,Modified,Coded Segments,Words,Characters,participant_ID,full_clip_name,excerpt_label_final,genre_code,familiarity_specific_level,age_group,country_code,thought_or_not_response.keys,rating_Q1_music_related.response,rating_Q2_spontaneous.response,invalid,rating_Q3_reality.response,general_rating_Q1_familiarity.response,[Natural World],general_rating_Q2_enjoy.response,demographics.headphones,Creatures,demographics.age,demographics.livingCountry,Terrains,demographics.birthCountry,demographics.nativeLanguage,Sky and Space,demographics.otherLanguage,demographics.otherLanguageText,Vegetation,demographics.gender,demographics.hearingImpariments,Water Features,demographics.hearingImpairmentsText,demographics.education,Weather,demographics.musicianIdentification,Fictional and Spiritual Settings,Scene Qualities,Societal Places,Spatial Orientation,Named Regional Places,[Characters],NARRATIONAL,[Character Descriptors],[Settings],[Outfit Details],Accessories,Hair,Outfit Descriptors,Identity,Professions and Pursuits,Music-related Professions and Pursuits,Relations,Archetypes,Social Collectives,Traits,[Named Figures],Creators,Fictional Characters,Historical and Mythical Figures,Performers and Entertainers,[Social Presence],Solitude,Dyads,Groups,Body Parts,[Objects & Things],Consumables,Everyday Objects,Transport,Commerce and Organisations,Materials and Surfaces,Object Qualities,[Actions],[Agentic Actions],Directed Movement,Daily life,Music-linked Movement,Sports,Creating and Performing,Relational and Social,Consuming,Conflict and Wrongdoing,[Processes and States],Perceptual acts,Non-directional Motions,Rest and Leisure,Transforming and Learning,Waiting and Anticipating,[Action Modifiers],Speed,Characterisation,REFERENTIAL,[Music & Sounds],"Instruments, Ensembles, and Imitations",Music Use and Function,Sound Qualities,"Music Genre, Cultural, and Stylistic Labels",Technical and Structural Music Elements,Playback and Listening Devices,Named Artists and Musicians,Named Songs and Lyrics,Sounds and Sound Effects,"[Media, Art, & Technology]",Media Formats,Media Genres and Styles,Media Packaging Structures,Media Techniques and Effects,Music and Sound in Media,Media Companies and Devices,Digital Platforms and Applications,Named Media References,[Chronology & Events],Events and Occasions,Historical Events and Periods,Narrative Progression,Passage and Repetition of Time,Seasons and Time,EXPERIENTIAL,[Symbolic & Sensory Representations],[Sensory Details],[Visual Details],Colour,Illumination,Text,Vantage Point,"Oddities, Effects, Shapes, Patterns",Smell,Bodily Sensation,Conceptual and Metaphorical References,[Subjective & Personal Experience],Emotions and Affective States,Opinions and Preferences,Personal Significance,Personal Time-linked Connections
480 (7),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:24:09,8,26,132,480,Ele_H_02_new-clip_Electronic_LOW_Expansion.mp3,Ele_H_02,Ele,H,46to60,UK,0,4,4,0,1,1,0,2,1,0,53,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
480 (8),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:02:36,8,28,142,480,Met_L_02_new-clip_Metal_MED_OptiMystic.mp3,Met_L_02,Met,L,46to60,UK,0,4,3,0,4,1,0,1,1,0,53,United Kingdom,1,United Kingdom,English,0,,NA,0,Female,0,0,NA,7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480 (9),hazelaileenvanderwalle,10/12/2025 12:05:40,hazelaileenvanderwalle,08/05/2026 13:24:10,4,25,132,480,Amb_H_02_new-clip_Ambient_LOW_Value_Kit.mp3,Amb_H_02,Amb,H,46to60,UK,0,4,4,0,2,1,0,4,1,1,53,United Kingdom,0,United Kingdom,English,0,,NA,1,Female,0,1,NA,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1459,hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:31:53,8,41,199,1459,Pop_L_05_new-clip_Pop_HIGH_The_Edge_Of_Glory.mp3,Pop_L_05,Pop,L,46to60,US,0,5,4,0,1,2,0,1,1,0,53,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1459 (1),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:34:37,8,41,214,1459,Fil_L_05_new-clip_Film_LOW_Main_Titles.mp3,Fil_L_05,Fil,L,46to60,US,0,5,5,0,1,1,0,5,1,0,53,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1459 (2),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:31:56,4,28,140,1459,60s_H_05_new-clip_60s_MED_Blue_Eyes_Crying_In_the_Rain.mp3,60s_H_05,60s,H,46to60,US,0,0,0,0,0,1,0,3,1,0,53,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1459 (3),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,05/03/2026 16:33:54,0,26,128,1459,80s_H_05_new-clip_80s_HIGH_Who_Can_It_Be_Now_.mp3,80s_H_05,80s,H,46to60,US,0,0,0,0,0,2,0,2,1,0,53,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459 (4),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:34:39,4,29,138,1459,Amb_H_05_new-clip_Ambient_HIGH_snowfall.mp3,Amb_H_05,Amb,H,46to60,US,0,5,4,0,1,1,0,5,1,0,53,United States,0,United States,English,0,,NA,0,Female,0,1,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1459 (5),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 12:52:25,4,21,104,1459,Fun_L_05_new-clip_Funk_LOW_Walking_Trombone.mp3,Fun_L_05,Fun,L,46to60,US,0,5,5,0,1,1,0,5,1,0,53,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459 (6),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:25:23,4,15,97,1459,"Cla_H_05_new-clip_Classical_HIGH_Wiegenlied,_Op._49,_No._4_-Arr",Cla_H_05,Cla,H,46to60,US,0,5,5,0,1,5,0,5,1,0,53,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1459 (7),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:30:33,1,21,105,1459,Ele_H_05_new-clip_Electronic_HIGH_Electric_Feel.mp3,Ele_H_05,Ele,H,46to60,US,0,0,0,0,0,3,0,2,1,0,53,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1459 (9),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:31:57,5,18,109,1459,Met_L_05_new-clip_Metal_LOW_Under_the_Knife.mp3,Met_L_05,Met,L,46to60,US,0,5,5,0,1,3,0,5,1,0,53,United States,0,United States,English,0,,NA,0,Female,0,0,NA,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
652,hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 12:33:32,5,13,77,652,60s_L_11_new-clip_60s_MED_Through_with_You.mp3,60s_L_11,60s,L,46to60,UK,0,5,4,0,2,1,0,3,1,0,48,United Kingdom,1,United Kingdom,English,0,,French,1,Female,0,0,NA,7,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652 (1),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:34:39,6,23,121,652,Ele_L_11_new-clip_Electronic_LOW_El_Orden_del_Universo.mp3,Ele_L_11,Ele,L,46to60,UK,0,2,4,0,2,1,0,2,1,1,48,United Kingdom,0,United Kingdom,English,0,,French,0,Female,0,0,NA,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
652 (2),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,05/03/2026 16:33:54,0,31,151,652,Fil_H_11_new-clip_Film_HIGH_The_Avengers_-_From__The_Avengers__,Fil_H_11,Fil,H,46to60,UK,0,0,0,0,0,4,0,5,1,0,48,United Kingdom,0,United Kingdom,English,0,,French,0,Female,0,0,NA,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652 (3),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:09:06,2,10,57,652,Cla_L_11_new-clip_Classical_MED_Elf_kurze_Stücke-_No._4_in_A_Mi,Cla_L_11,Cla,L,46to60,UK,0,5,5,0,4,1,0,5,1,0,48,United Kingdom,0,United Kingdom,English,0,,French,0,Female,0,0,NA,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652 (4),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:13:45,1,30,149,652,Amb_L_11_new-clip_Ambient_MED_The_Stargazers_Journey.mp3,Amb_L_11,Amb,L,46to60,UK,0,0,0,0,0,1,0,2,1,0,48,United Kingdom,0,United Kingdom,English,0,,French,0,Female,0,0,NA,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652 (5),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 12:51:27,1,19,99,652,Pop_H_11_new-clip_Pop_HIGH_ocean_eyes.mp3,Pop_H_11,Pop,H,46to60,UK,0,0,0,0,0,2,0,4,1,0,48,United Kingdom,0,United Kingdom,English,0,,French,0,Female,0,0,NA,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652 (6),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:10:18,6,18,97,652,Jaz_H_11_new-clip_Jazz_HIGH_Fly_Me_To_The_Moon_-_2008_Remastere,Jaz_H_11,Jaz,H,46to60,UK,0,5,5,0,2,4,0,4,1,0,48,United Kingdom,0,United Kingdom,English,0,,French,0,Female,0,0,NA,7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652 (7),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,05/03/2026 16:33:54,0,15,64,652,Met_H_11_new-clip_Metal_HIGH_Killing_In_The_Name.mp3,Met_H_11,Met,H,46to60,UK,0,0,0,0,0,4,0,3,1,0,48,United Kingdom,0,United Kingdom,English,0,,French,0,Female,0,0,NA,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652 (8),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:20:37,9,32,176,652,80s_L_11_new-clip_80s_MED_Your_Love_Drives_Me_Crazy.mp3,80s_L_11,80s,L,46to60,UK,0,5,5,0,2,1,0,3,1,0,48,United Kingdom,0,United Kingdom,English,1,,French,0,Female,0,1,NA,7,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
652 (9),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:34:38,5,19,103,652,Fun_H_11_new-clip_Funk_HIGH_Smiley_Faces.mp3,Fun_H_11,Fun,H,46to60,UK,0,5,4,0,1,1,0,3,1,0,48,United Kingdom,0,United Kingdom,English,0,,French,0,Female,0,0,NA,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
502,hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:31:55,5,25,130,502,Ele_H_06_new-clip_Electronic_HIGH_The_Other_Side_Of_Paradise.mp,Ele_H_06,Ele,H,46to60,UK,0,4,5,0,3,1,0,4,1,0,47,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
502 (1),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:32:04,1,19,91,502,Met_L_06_new-clip_Metal_MED_Check_My_Brain.mp3,Met_L_06,Met,L,46to60,UK,0,0,0,0,0,1,0,1,1,0,47,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
502 (2),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 12:51:26,5,19,98,502,Cla_H_06_new-clip_Classical_HIGH_Nocturne_No._2_in_E-Flat_Major,Cla_H_06,Cla,H,46to60,UK,0,4,1,0,2,2,0,4,1,0,47,United Kingdom,1,United Kingdom,English,0,,NA,0,Female,0,1,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502 (3),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,05/03/2026 16:33:54,0,14,70,502,Fil_L_06_new-clip_Film_MED_Hoffa_Trailer.mp3,Fil_L_06,Fil,L,46to60,UK,0,0,0,0,0,1,0,1,1,0,47,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502 (4),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:34:33,5,29,143,502,80s_H_06_new-clip_80s_HIGH_Sweet_Dreams_-Are_Made_of_This-.mp3,80s_H_06,80s,H,46to60,UK,0,4,4,0,3,5,0,5,1,0,47,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502 (5),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:30:35,1,20,107,502,Amb_H_06_new-clip_Ambient_HIGH_Sweden.mp3,Amb_H_06,Amb,H,46to60,UK,0,5,4,0,2,1,0,1,1,0,47,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
502 (6),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,05/03/2026 16:33:54,0,12,68,502,Fun_L_06_new-clip_Funk_MED_Charisma.mp3,Fun_L_06,Fun,L,46to60,UK,0,0,0,0,0,1,0,3,1,0,47,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502 (7),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 12:52:27,3,35,173,502,60s_H_06_new-clip_60s_MED_Cinnamon_Girl.mp3,60s_H_06,60s,H,46to60,UK,0,4,3,0,4,1,0,3,1,0,47,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502 (8),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 13:31:55,4,24,106,502,Pop_L_06_new-clip_Pop_MED_I_Turn_To_You.mp3,Pop_L_06,Pop,L,46to60,UK,0,0,0,0,0,1,0,2,1,0,47,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
502 (9),hazelaileenvanderwalle,10/12/2025 12:05:42,hazelaileenvanderwalle,08/05/2026 12:59:20,3,22,112,502,Jaz_L_06_new-clip_Jazz_LOW_Tempest.mp3,Jaz_L_06,Jaz,L,46to60,UK,0,4,4,0,2,1,0,3,1,0,47,United Kingdom,0,United Kingdom,English,0,,NA,0,Female,0,0,NA,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,hazelaileenvanderwalle,10/12/2025 12:05:43,hazelaileenvanderwalle,08/05/2026 13:13:44,6,17,96,614,Pop_H_07_new-clip_Pop_HIGH_Slow_Dancing.mp3,Pop_H_07,Pop,H,46to60,UK,0,5,4,0,2,1,0,5,1,0,47,United Kingdom,0,United Kingdom,English,1,,NA,0,Female,0,0,NA,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
